model_id,date,quality_score,cost_per_1k_queries,quality_per_dollar,speed_per_dollar,price_performance_ratio,elo_benchmark_blend
nova-lite-v1,2026-06-15,57.31,0.6360,90.1101,99.0566,114.1056,0.7409
nova-lite-v1,2026-06-22,57.31,0.6360,90.1101,99.0566,114.1056,0.7409
nova-lite-v1,2026-06-29,57.31,0.6360,90.1101,99.0566,114.1056,0.7409
nova-lite-v1,2026-07-06,57.31,0.6360,90.1101,99.0566,114.1056,0.7409
nova-lite-v1,2026-07-13,57.31,0.6360,90.1101,99.0566,114.1056,0.7409
nova-lite-v1,2026-07-20,57.31,0.6360,90.1101,99.0566,114.1056,0.7409
nova-micro-v1,2024-12-09,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2024-12-16,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2024-12-23,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2024-12-30,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-01-06,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-01-13,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-01-20,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-01-27,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-02-03,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-02-10,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-02-17,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-02-24,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-03-03,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-03-10,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-03-17,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-03-24,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-03-31,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-04-07,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-04-14,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-04-21,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-04-28,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-05-05,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-05-12,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-05-19,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-05-26,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-06-02,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-06-09,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-06-16,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-06-23,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-06-30,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-07-07,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-07-14,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-07-21,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-07-28,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-08-04,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-08-11,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-08-18,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-08-25,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-09-01,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-09-08,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-09-15,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-09-22,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-09-29,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-10-06,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-10-13,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-10-20,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-10-27,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-11-03,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-11-10,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-11-17,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-11-24,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-12-01,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-12-08,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-12-15,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-12-22,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2025-12-29,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-01-05,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-01-12,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-01-19,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-01-26,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-02-02,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-02-09,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-02-16,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-02-23,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-03-02,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-03-09,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-03-16,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-03-23,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-03-30,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-04-06,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-04-13,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-04-20,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-04-27,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-05-04,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-05-11,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-05-18,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-05-25,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-06-01,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-06-08,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-06-15,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-06-22,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-06-29,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-07-06,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-07-13,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
nova-micro-v1,2026-07-20,72.12,2.1600,33.3889,50.9259,62.1418,0.7906
titan-text-express,2024-06-03,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-06-10,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-06-17,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-06-24,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-07-01,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-07-08,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-07-15,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-07-22,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-07-29,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-08-05,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-08-12,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-08-19,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-08-26,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-09-02,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-09-09,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-09-16,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-09-23,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-09-30,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-10-07,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-10-14,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-10-21,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-10-28,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-11-04,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-11-11,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-11-18,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-11-25,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-12-02,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-12-09,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-12-16,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-12-23,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2024-12-30,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-01-06,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-01-13,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-01-20,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-01-27,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-02-03,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-02-10,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-02-17,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-02-24,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-03-03,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-03-10,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-03-17,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-03-24,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-03-31,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-04-07,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-04-14,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-04-21,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-04-28,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-05-05,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-05-12,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-05-19,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-05-26,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-06-02,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-06-09,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-06-16,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-06-23,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-06-30,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-07-07,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-07-14,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-07-21,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-07-28,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-08-04,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-08-11,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-08-18,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-08-25,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-09-01,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-09-08,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-09-15,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-09-22,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-09-29,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-10-06,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-10-13,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-10-20,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-10-27,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-11-03,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-11-10,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-11-17,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-11-24,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-12-01,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-12-08,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-12-15,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-12-22,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2025-12-29,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-01-05,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-01-12,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-01-19,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-01-26,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-02-02,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-02-09,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-02-16,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-02-23,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-03-02,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-03-09,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-03-16,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-03-23,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-03-30,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-04-06,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-04-13,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-04-20,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-04-27,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-05-04,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-05-11,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-05-18,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-05-25,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-06-01,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-06-08,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-06-15,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-06-22,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-06-29,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-07-06,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-07-13,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-express,2026-07-20,56.31,1.6200,34.7593,64.8148,57.8622,0.7099
titan-text-lite,2024-06-03,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-06-10,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-06-17,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-06-24,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-07-01,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-07-08,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-07-15,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-07-22,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-07-29,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-08-05,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-08-12,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-08-19,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-08-26,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-09-02,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-09-09,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-09-16,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-09-23,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-09-30,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-10-07,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-10-14,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-10-21,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-10-28,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-11-04,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-11-11,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-11-18,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-11-25,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-12-02,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-12-09,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-12-16,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-12-23,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2024-12-30,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-01-06,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-01-13,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-01-20,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-01-27,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-02-03,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-02-10,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-02-17,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-02-24,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-03-03,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-03-10,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-03-17,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-03-24,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-03-31,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-04-07,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-04-14,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-04-21,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-04-28,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-05-05,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-05-12,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-05-19,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-05-26,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-06-02,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-06-09,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-06-16,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-06-23,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-06-30,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-07-07,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-07-14,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-07-21,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-07-28,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-08-04,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-08-11,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-08-18,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-08-25,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-09-01,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-09-08,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-09-15,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-09-22,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-09-29,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-10-06,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-10-13,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-10-20,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-10-27,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-11-03,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-11-10,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-11-17,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-11-24,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-12-01,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-12-08,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-12-15,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-12-22,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2025-12-29,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-01-05,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-01-12,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-01-19,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-01-26,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-02-02,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-02-09,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-02-16,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-02-23,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-03-02,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-03-09,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-03-16,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-03-23,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-03-30,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-04-06,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-04-13,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-04-20,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-04-27,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-05-04,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-05-11,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-05-18,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-05-25,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-06-01,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-06-08,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-06-15,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-06-22,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-06-29,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-07-06,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-07-13,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
titan-text-lite,2026-07-20,54.14,1.9440,27.8498,26.7490,49.6802,0.6414
command-r-plus-2,2025-09-15,71.99,0.9960,72.2791,93.3735,102.6749,0.7976
command-r-plus-2,2025-09-22,71.99,0.9960,72.2791,93.3735,102.6749,0.7976
